kind,.pred_AI,.pred_class,is_correct,detector,native,name,model,document_id,prompt
AI,0.000284043,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,727,Elevate using technical
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,646,Elevate using technical
Human,0.5,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,225,NA
AI,0.9996,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,100,Simplify like non-native
Human,0.002707101,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,50,NA
AI,1,AI,Yes,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,907,Plain
AI,0.000100059,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,288,Enhance like native
AI,0.333476543,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,372,Enhance like native
Human,7.12E-06,Human,Yes,Sapling,Yes,US 8th grade essay,Human,413,NA
AI,0.000565711,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,611,Elevate using technical
Human,0.693817198,AI,No,HFOpenAI,No,Real TOEFL,Human,262,NA
AI,0.000236094,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,375,Enhance like native
AI,0.005176544,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,309,Enhance like native
Human,7.20E-07,Human,Yes,Sapling,No,Real TOEFL,Human,924,NA
AI,0,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,266,Enhance like native
AI,0.138668612,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,640,Plain
AI,0,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,707,Elevate using technical
Human,0.441365093,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,838,NA
Human,1.01E-06,Human,Yes,Sapling,Yes,Real College Essays,Human,93,NA
AI,0.010794828,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,526,Enhance like native
AI,0.308324218,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,601,Elevate using technical
Human,0.000288976,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,818,NA
AI,0.9997,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,96,Simplify like non-native
Human,7.47E-17,Human,Yes,GPTZero,Yes,Real College Essays,Human,388,NA
AI,0.158475995,Human,No,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,568,Plain
Human,2.12E-06,Human,Yes,GPTZero,Yes,Real CS224N,Human,747,NA
AI,0.000242889,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,555,Elevate using technical
AI,2.83E-06,Human,No,Sapling,NA,Fake College Essays - GPT3,GPT3,423,Plain
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,883,NA
AI,0.999995325,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,596,Plain
AI,0.000100059,Human,No,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,226,Simplify like non-native
AI,0.008606568,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,675,Elevate using technical
AI,0.999999345,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,661,Plain
AI,0.369491547,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,303,Enhance like native
AI,0.000175786,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,626,Elevate using technical
AI,0.898354053,AI,Yes,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,684,Plain
Human,0.622032583,AI,No,Quil,Yes,US 8th grade essay,Human,89,NA
AI,0.869047175,AI,Yes,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,187,Simplify like non-native
AI,0.125,Human,No,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,201,Elevate using literary
AI,0,Human,No,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,366,Elevate using literary
Human,1.71E-08,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,86,NA
Human,0.000247196,Human,Yes,Sapling,Yes,US 8th grade essay,Human,88,NA
Human,0.000189327,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,916,NA
Human,0,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,127,NA
Human,0.04351268,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,827,NA
Human,0.975465357,AI,No,Crossplag,No,Real TOEFL,Human,525,NA
Human,1.40E-06,Human,Yes,Sapling,Yes,Real College Essays,Human,909,NA
AI,8.62E-07,Human,No,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,69,Elevate using literary
AI,1,AI,Yes,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,163,Simplify like non-native
AI,0.000169158,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,78,Enhance like native
Human,0.000218809,Human,Yes,Quil,Yes,Real College Essays,Human,295,NA
Human,0.0062,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,188,NA
AI,0.014144824,Human,No,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,182,Simplify like non-native
AI,0.858720362,AI,Yes,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,644,Elevate using technical
AI,1.47E-05,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,603,Enhance like native
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,499,Elevate using technical
AI,0,Human,No,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,9,Plain
AI,0.953836264,AI,Yes,GPTZero,NA,Fake College Essays - GPT3,GPT3,64,Plain
AI,0.9334174,AI,Yes,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,228,Simplify like non-native
Human,0.002360678,Human,Yes,Crossplag,Yes,Real CS224N,Human,755,NA
AI,0.251376301,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,563,Plain
AI,8.42E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,552,Elevate using technical
AI,0.973276015,AI,Yes,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,475,Elevate using technical
AI,0.000193497,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,339,Enhance like native
Human,0,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,890,NA
Human,1.82E-11,Human,Yes,GPTZero,Yes,Real College Essays,Human,222,NA
AI,0.154453024,Human,No,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,22,Plain
AI,0.006526554,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,303,Enhance like native
Human,9.92E-07,Human,Yes,Sapling,Yes,US 8th grade essay,Human,146,NA
AI,0,Human,No,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,425,Simplify like non-native
Human,4.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,886,NA
AI,0.999195426,AI,Yes,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,182,Simplify like non-native
AI,0.995662391,AI,Yes,Crossplag,NA,Fake CS224N - GPT3,GPT3,628,Plain
Human,0.918285608,AI,No,OriginalityAI,No,Real TOEFL,Human,398,NA
Human,0,Human,Yes,ZeroGPT,No,Real TOEFL,Human,900,NA
AI,0.020120522,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,9,Plain
Human,0.00020802,Human,Yes,HFOpenAI,Yes,Real College Essays,Human,313,NA
AI,0.000178219,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,556,Elevate using technical
AI,0.00017057,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,709,Elevate using technical
AI,0.00022608,Human,No,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,5,Elevate using literary
AI,0.000748429,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,595,Plain
Human,0.999968095,AI,No,Sapling,No,Real TOEFL,Human,301,NA
AI,0.190992743,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,615,Plain
AI,1.00E-05,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,372,Enhance like native
AI,0.000625149,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,271,Enhance like native
AI,3.00E-07,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,36,Plain
AI,0.000100059,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,254,Enhance like native
Human,0.000171988,Human,Yes,Crossplag,Yes,Real CS224N,Human,742,NA
Human,9.65E-05,Human,Yes,Sapling,No,Real TOEFL,Human,431,NA
Human,0.000170832,Human,Yes,Crossplag,Yes,Real College Essays,Human,224,NA
AI,0,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,354,Enhance like native
AI,0.999794304,AI,Yes,Quil,NA,US 8th grade essay - GPT simplify,GPT4,126,Simplify like non-native
Human,0.000234331,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,174,NA
Human,0,Human,Yes,ZeroGPT,No,Real TOEFL,Human,373,NA
Human,0.653521362,AI,No,GPTZero,No,Real TOEFL,Human,374,NA
AI,0.021562054,Human,No,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,42,Elevate using literary
Human,5.37E-07,Human,Yes,Sapling,Yes,US 8th grade essay,Human,185,NA
AI,0.9972,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,53,Simplify like non-native
AI,0.962021708,AI,Yes,Crossplag,NA,Fake CS224N - GPT3,GPT3,593,Plain
AI,2.12E-06,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,465,Elevate using technical
Human,0.000331785,Human,Yes,Crossplag,Yes,Real College Essays,Human,421,NA
Human,0.498989334,Human,Yes,GPTZero,Yes,Real College Essays,Human,359,NA
Human,0.125,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,359,NA
AI,0.998922765,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,478,Plain
Human,0.819197416,AI,No,Quil,Yes,US 8th grade essay,Human,146,NA
Human,0.000466943,Human,Yes,Quil,Yes,Real College Essays,Human,421,NA
AI,0.999777019,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,641,Plain
Human,0.000171031,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,359,NA
AI,0.006283932,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,7,Plain
Human,0.490531981,Human,Yes,Quil,No,Real TOEFL,Human,344,NA
Human,0.125,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,289,NA
AI,0.000182059,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,386,Elevate using technical
AI,0.997930408,AI,Yes,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,406,Simplify like non-native
AI,0.9979,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,234,Simplify like non-native
AI,0.020982124,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,475,Elevate using technical
AI,1,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,449,Simplify like non-native
Human,0,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,445,NA
Human,0.148938373,Human,Yes,HFOpenAI,Yes,Real College Essays,Human,419,NA
AI,0.029578395,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,285,Enhance like native
AI,1.44E-06,Human,No,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,61,Elevate using literary
AI,0.000656477,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,721,Elevate using technical
AI,0.226405865,Human,No,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,121,Simplify like non-native
AI,0.125,Human,No,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,129,Simplify like non-native
Human,2.59E-13,Human,Yes,GPTZero,Yes,Real CS224N,Human,769,NA
Human,0.000175735,Human,Yes,Crossplag,Yes,Real College Essays,Human,485,NA
AI,0.4706164,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,38,Plain
AI,0.98940444,AI,Yes,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,36,Plain
Human,0.916481674,AI,No,HFOpenAI,No,Real TOEFL,Human,495,NA
Human,0.000254548,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,913,NA
AI,0.00677945,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,682,Elevate using technical
Human,0.000187616,Human,Yes,HFOpenAI,Yes,Real College Essays,Human,365,NA
AI,0.995707214,AI,Yes,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,120,Simplify like non-native
Human,0.63777709,AI,No,HFOpenAI,No,Real TOEFL,Human,324,NA
AI,4.98E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,518,Elevate using technical
Human,0.000176713,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,814,NA
AI,0.005650862,Human,No,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,80,Simplify like non-native
Human,9.67E-07,Human,Yes,Sapling,Yes,Real College Essays,Human,292,NA
Human,0.941181123,AI,No,HFOpenAI,No,Real TOEFL,Human,278,NA
Human,0.125,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,337,NA
AI,1.47E-05,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,632,Plain
Human,5.63E-06,Human,Yes,Sapling,Yes,Real College Essays,Human,729,NA
AI,0.000404268,Human,No,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,366,Elevate using literary
Human,0.997320354,AI,No,Crossplag,Yes,US 8th grade essay,Human,128,NA
AI,7.26E-07,Human,No,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,1,Elevate using literary
Human,0.714545228,AI,No,GPTZero,No,Real TOEFL,Human,901,NA
AI,4.75E-05,Human,No,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,68,Elevate using literary
AI,0.537103695,AI,Yes,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,234,Simplify like non-native
AI,0,Human,No,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,586,Plain
AI,0.125,Human,No,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,596,Plain
AI,0.056969803,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,921,Elevate using technical
AI,0.625,AI,Yes,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,120,Simplify like non-native
Human,0.000851903,Human,Yes,Sapling,No,Real TOEFL,Human,900,NA
AI,0.25,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,483,Elevate using technical
Human,0.000344415,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,395,NA
Human,4.73E-56,Human,Yes,GPTZero,Yes,Real College Essays,Human,347,NA
Human,0.000171152,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,51,NA
AI,0.999988671,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,700,Plain
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,734,NA
Human,1.07E-10,Human,Yes,GPTZero,Yes,Real CS224N,Human,833,NA
Human,0.119525887,Human,Yes,Crossplag,No,Real TOEFL,Human,924,NA
Human,2.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,227,NA
Human,1.12E-25,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,149,NA
Human,0.090554526,Human,Yes,Sapling,Yes,US 8th grade essay,Human,361,NA
Human,0.000299661,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,739,NA
AI,0.021153353,Human,No,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,642,Plain
AI,0.375,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,245,Enhance like native
AI,0.999812067,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,10,Plain
Human,0.265520468,Human,Yes,Sapling,Yes,US 8th grade essay,Human,89,NA
AI,0.013701278,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,433,Enhance like native
Human,5.08E-07,Human,Yes,Sapling,Yes,US 8th grade essay,Human,158,NA
AI,0.000100059,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,8,Plain
Human,6.71E-13,Human,Yes,GPTZero,Yes,Real College Essays,Human,93,NA
AI,0.006283932,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,593,Plain
Human,0.015842767,Human,Yes,Sapling,Yes,US 8th grade essay,Human,128,NA
AI,0,Human,No,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,420,Elevate using literary
AI,0.75,AI,Yes,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,892,Plain
AI,2.12E-06,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,354,Enhance like native
Human,0.000171065,Human,Yes,Quil,Yes,Real College Essays,Human,412,NA
Human,0.023188406,Human,Yes,GPTZero,Yes,Real CS224N,Human,744,NA
Human,6.78E-21,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,445,NA
Human,0.961339295,AI,No,OriginalityAI,Yes,Real CS224N,Human,758,NA
AI,0.025118617,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,369,Enhance like native
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,514,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,773,NA
Human,0.084649751,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,48,NA
Human,0.028576973,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,294,NA
AI,8.23E-07,Human,No,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,60,Elevate using literary
Human,0.012166859,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,831,NA
Human,5.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,86,NA
Human,0.022973955,Human,Yes,Quil,No,Real TOEFL,Human,490,NA
Human,4.01E-06,Human,Yes,Sapling,Yes,US 8th grade essay,Human,913,NA
AI,0.000182531,Human,No,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,420,Elevate using literary
AI,0.064499535,Human,No,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,385,Plain
AI,0.914748249,AI,Yes,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,126,Simplify like non-native
Human,5.85E-07,Human,Yes,Sapling,Yes,US 8th grade essay,Human,227,NA
Human,2.12E-06,Human,Yes,GPTZero,Yes,Real CS224N,Human,782,NA
AI,0.000182331,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,599,Elevate using technical
AI,0.144932836,Human,No,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,72,Plain
Human,0.000189122,Human,Yes,Crossplag,Yes,Real College Essays,Human,348,NA
Human,0.868220985,AI,No,HFOpenAI,No,Real TOEFL,Human,70,NA
Human,0.999365032,AI,No,OriginalityAI,No,Real TOEFL,Human,343,NA
Human,2.46E-06,Human,Yes,Sapling,No,Real TOEFL,Human,373,NA
AI,0.971082097,AI,Yes,GPTZero,NA,Fake College Essays - GPT3,GPT3,223,Plain
AI,0.005974012,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,303,Enhance like native
AI,0.001324781,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,299,Enhance like native
AI,0.000105415,Human,No,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,366,Elevate using literary
Human,1.08E-17,Human,Yes,GPTZero,Yes,Real College Essays,Human,540,NA
AI,0.005069435,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,471,Enhance like native
AI,0.375,Human,No,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,568,Plain
AI,0.999794185,AI,Yes,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,493,Plain
AI,0,Human,No,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,27,Plain
AI,1.47E-05,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,414,Enhance like native
AI,0,Human,No,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,226,Simplify like non-native
AI,0,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,375,Enhance like native
AI,0.000168026,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,594,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,760,NA
AI,1.47E-05,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,600,Elevate using technical
AI,0.000714295,Human,No,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,95,Simplify like non-native
Human,0.051679574,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,122,NA
AI,0.999999084,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,564,Plain
Human,0.000539446,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,752,NA
Human,2.59E-13,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,98,NA
AI,0.000750532,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,279,Enhance like native
AI,0.347074807,Human,No,Quil,NA,US 8th grade essay - GPT simplify,GPT4,136,Simplify like non-native
Human,0.125,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,776,NA
AI,0.999809682,AI,Yes,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,17,Plain
Human,0.000216901,Human,Yes,Quil,Yes,US 8th grade essay,Human,456,NA
Human,0.000226307,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,818,NA
AI,0.000187814,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,317,Enhance like native
Human,0.000179428,Human,Yes,Crossplag,Yes,Real College Essays,Human,212,NA
AI,0.000197514,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,496,Elevate using technical
Human,2.12E-06,Human,Yes,GPTZero,Yes,Real CS224N,Human,738,NA
AI,0.997911036,AI,Yes,Crossplag,NA,Fake CS224N - GPT3,GPT3,39,Plain
AI,1,AI,Yes,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,319,Simplify like non-native
AI,0.999810159,AI,Yes,Quil,NA,US 8th grade essay - GPT simplify,GPT4,137,Simplify like non-native
AI,0.015622079,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,526,Enhance like native
AI,0.000169516,Human,No,Quil,NA,US 8th grade essay - GPT simplify,GPT4,131,Simplify like non-native
Human,3.96E-22,Human,Yes,GPTZero,Yes,Real College Essays,Human,405,NA
Human,0.25,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,313,NA
AI,0.000445306,Human,No,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,201,Elevate using literary
AI,0.55741483,AI,Yes,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,690,Elevate using technical
AI,0.000199785,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,603,Enhance like native
Human,0.115884215,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,361,NA
Human,0.000169595,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,141,NA
AI,0.017207794,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,922,Enhance like native
AI,0.381310374,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,429,Enhance like native
AI,1.47E-05,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,715,Elevate using technical
Human,0.000184415,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,874,NA
AI,7.91E-10,Human,No,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,420,Elevate using literary
AI,0.001613809,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,661,Plain
AI,3.87E-05,Human,No,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,166,Simplify like non-native
AI,5.52E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,726,Elevate using technical
AI,0.850090697,AI,Yes,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,160,Simplify like non-native
AI,0.999804676,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,16,Plain
AI,0.013701278,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,475,Elevate using technical
AI,0.000174344,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,552,Elevate using technical
Human,1.94E-12,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,115,NA
AI,0.000172877,Human,No,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,539,Elevate using literary
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,657,Elevate using technical
Human,8.46E-33,Human,Yes,GPTZero,Yes,Real College Essays,Human,218,NA
AI,0.948494613,AI,Yes,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,410,Elevate using technical
Human,0.002279298,Human,Yes,GPTZero,No,Real TOEFL,Human,310,NA
Human,2.12E-06,Human,Yes,GPTZero,Yes,Real CS224N,Human,767,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,47,NA
Human,0.863584459,AI,No,Quil,No,Real TOEFL,Human,884,NA
AI,0.848941445,AI,Yes,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,461,Plain
AI,0.000187621,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,488,Enhance like native
AI,0.887165174,AI,Yes,GPTZero,NA,Fake CS224N - GPT3,GPT3,687,Plain
AI,0.000341915,Human,No,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,169,Simplify like non-native
AI,2.12E-06,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,568,Plain
AI,0.950661659,AI,Yes,Crossplag,NA,Fake CS224N - GPT3,GPT3,590,Plain
Human,1.45E-11,Human,Yes,GPTZero,Yes,Real CS224N,Human,836,NA
AI,0.8969962,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,627,Plain
AI,0,Human,No,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,28,Plain
Human,0.000100059,Human,Yes,GPTZero,Yes,Real CS224N,Human,755,NA
Human,0.210009054,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,292,NA
AI,0.996394217,AI,Yes,Crossplag,NA,Fake College Essays - GPT3,GPT3,903,Plain
AI,0.000170377,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,707,Elevate using technical
AI,0,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,346,Enhance like native
Human,2.12E-06,Human,Yes,GPTZero,Yes,Real CS224N,Human,764,NA
AI,0.001833113,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,468,Plain
Human,3.00E-07,Human,Yes,GPTZero,Yes,Real CS224N,Human,862,NA
